T24_7,BPR_7,T24_15,htBleed_15,T50_7,T30_15,BPR_15,T30_7,T50_15,Ps30_15,Ps30,Ps30_30,phi_7,W31_7,BPR,T50_30,htBleed_30,BPR_30,T30,Ps30_7,T30_30,htBleed_7,T24_30,Ps30_30_gradient,Nc_15,Failure_Prediction
0.998948422,0.9926258920000001,0.9990338190000001,0.994456577,0.9916282559999999,0.99370292,0.993820925,0.9931211520000001,0.9926223359999999,0.993465229,0.625,0.99305493,0.995336269,0.9854073179999999,0.55021162,0.9925719000000001,0.995455311,0.994816099,0.5301940270000001,0.99274461,0.994278722,0.99352518,0.9989315740000001,0.556053812,0.986252824,1
0.9979656170000001,0.9915129140000001,0.998364846,0.990760961,0.9868035059999999,0.99169126,0.9903689929999999,0.991390551,0.987034045,0.988453391,0.511904762,0.988043667,0.996871721,0.9900769759999999,0.475567526,0.986620588,0.991415587,0.9913750440000001,0.426204491,0.9883913759999999,0.991880436,0.9899280579999999,0.9984463020000001,0.45291479799999995,0.982314235,0
0.998418195,0.992103713,0.9985139670000001,0.992440786,0.987261343,0.99329793,0.9916535959999999,0.9919460859999999,0.988295842,0.9908623959999999,0.5059523810000001,0.990608213,0.996360815,0.9882164090000001,0.563678338,0.988667673,0.993519609,0.992535245,0.50207107,0.990375503,0.993797443,0.9924460429999999,0.998619798,0.569506726,0.9854319579999999,0
0.9975219129999999,0.983889432,0.9975250040000001,0.98672938,0.975727628,0.9877435390000001,0.984118768,0.986900945,0.9775614709999999,0.9815448090000001,0.25,0.981951135,0.9983907809999999,0.996643683,0.20277029600000002,0.979649005,0.988554115,0.9857435859999999,0.354262045,0.980336413,0.9892236240000001,0.985971223,0.997735226,0.28251121100000004,0.984163427,0
0.997344432,0.9841354590000001,0.0,0.0,0.976437824,0.0,0.0,0.9874004820000001,0.0,0.0,0.172619048,0.0,0.9993606840000001,0.9952573779999999,0.305117353,0.0,0.0,0.0,0.382821016,0.977700782,0.0,0.986690647,0.0,0.286995516,0.0,0
0.999314477,0.9959179640000001,0.9992264340000001,0.9968083320000001,0.994945833,0.9964315159999999,0.9959515059999999,0.9957041640000001,0.995447735,0.994946628,0.708333333,0.9945035520000001,0.994978362,0.983984532,0.721816083,0.994443527,0.9971385290000001,0.996502952,0.707216045,0.9945510540000001,0.9967703940000001,0.9971223020000001,0.99925785,0.286995516,0.989383803,1
0.9988108729999999,0.993499538,0.998888841,0.9937846459999999,0.990415335,0.993986205,0.99347065,0.9920740809999999,0.9905110999999999,0.992454554,0.6785714290000001,0.991855831,0.9954865359999999,0.986684178,0.555213544,0.990042365,0.9946137009999999,0.993269033,0.417484194,0.991885809,0.9937629170000001,0.99352518,0.998962648,0.591928251,0.98194118,1
0.997479762,0.98557982,0.9976668759999999,0.98740131,0.976873718,0.9874793609999999,0.986734105,0.9856663259999999,0.979286471,0.9815863429999999,0.291666667,0.982408595,0.9988333840000001,0.9957316409999999,0.31281262,0.98056274,0.9894798859999999,0.987558088,0.311096577,0.980662165,0.989086977,0.986330935,0.997813947,0.3632287,0.9844941779999999,0
0.997204665,0.985179817,0.997596458,0.987737275,0.976844791,0.987491407,0.985383825,0.986286746,0.978187005,0.980935635,0.244047619,0.9818125109999999,0.9988934909999999,0.994308854,0.30704117,0.980388684,0.989732368,0.9871986340000001,0.219315457,0.979832978,0.98948423,0.985971223,0.9977331540000001,0.46636771299999996,0.98464398,0
0.9981697209999999,0.9880200029999999,0.998183622,0.9892491179999999,0.98384003,0.991523864,0.9884487340000001,0.9890750840000001,0.98532024,0.988065735,0.39880952399999997,0.989339802,0.996696866,0.990113458,0.289726818,0.987549743,0.991836391,0.9911557679999999,0.388489209,0.9864960909999999,0.992840292,0.9881294959999999,0.9985794020000001,0.26008968600000004,0.982167693,0
0.998344984,0.99012211,0.9984073040000001,0.9919368390000001,0.984303853,0.9904235370000001,0.9904753270000001,0.990472364,0.987074627,0.987844218,0.46428571399999996,0.98829319,0.996292512,0.991499763,0.614851866,0.987076638,0.9925938390000001,0.991157726,0.445171136,0.9873845059999999,0.991529772,0.991726619,0.998482037,0.3632287,0.98277733,0
0.997504165,0.9852601520000001,0.997714512,0.988409205,0.976683201,0.987696602,0.985980388,0.987209378,0.978539189,0.98146174,0.27380952399999997,0.982741293,0.9983689240000001,0.995002006,0.33551365899999996,0.980651287,0.9898165290000001,0.9880992279999999,0.31371266600000003,0.979803364,0.989082817,0.987769784,0.997901472,0.340807175,0.9845832040000001,0
0.9984758770000001,0.9904149990000001,0.998377272,0.9916008740000001,0.987165587,0.992349629,0.9914839320000001,0.991326554,0.987854096,0.9891456340000001,0.41666666700000005,0.988958586,0.997467324,0.989675678,0.45171219700000004,0.987924723,0.9927621609999999,0.9923222340000001,0.464137781,0.987917555,0.9932238179999999,0.991366906,0.9985954570000001,0.394618834,0.991066824,0
0.9993455370000001,0.994615864,0.999491538,0.994624559,0.992467126,0.9968248759999999,0.995153222,0.997362767,0.993784775,0.9951543009999999,0.654761905,0.9953006409999999,0.9948581479999999,0.9848965740000001,0.65986918,0.994129292,0.996044437,0.9959700340000001,0.775670373,0.9938107079999999,0.9964461440000001,0.9938848920000001,0.9994028620000001,0.623318386,0.986077379,1
0.9982185290000001,0.9899781759999999,0.998542962,0.9894171009999999,0.984940237,0.991802165,0.990048429,0.9909363459999999,0.9859177859999999,0.988481081,0.45833333299999995,0.989623982,0.9964427779999999,0.991974025,0.597152751,0.9874252170000001,0.991499748,0.991023812,0.488554611,0.98702914,0.9935341329999999,0.988489209,0.998578884,0.412556054,0.9821519740000001,0
